dataset,method,mode,repetition,accuracy,balacc
OliveOil,SVM,fine-tune,7,0.6666666666666666,0.4791666666666666
OliveOil,NN,fine-tune,7,0.8,0.6972222222222222
OliveOil,SVM,fine-tune,8,0.6666666666666666,0.4791666666666666
OliveOil,NN,fine-tune,8,0.8666666666666667,0.775
OliveOil,SVM,fine-tune,9,0.6666666666666666,0.4791666666666666
OliveOil,NN,fine-tune,9,0.8333333333333334,0.725
OliveOil,SVM,fine-tune,10,0.6666666666666666,0.4791666666666666
OliveOil,NN,fine-tune,10,0.9,0.8541666666666666
OliveOil,SVM,pretrained-small,1,0.4,0.25
OliveOil,SVM,pretrained-small,2,0.4,0.25
OliveOil,SVM,pretrained-small,3,0.4,0.25
OliveOil,SVM,pretrained-small,4,0.4,0.25
OliveOil,SVM,pretrained-small,5,0.4,0.25
OliveOil,SVM,pretrained-small,6,0.4,0.25
OliveOil,SVM,pretrained-small,7,0.4,0.25
OliveOil,SVM,pretrained-small,8,0.4,0.25
OliveOil,SVM,pretrained-small,9,0.4,0.25
OliveOil,SVM,pretrained-small,10,0.4,0.25
Wafer,SVM,fine-tune,1,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,1,0.994970798182998,0.9918936730806832
Wafer,SVM,fine-tune,2,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,2,0.996917585983128,0.9956285968603996
Wafer,SVM,fine-tune,3,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,3,0.9957819597663856,0.9863997145072172
Wafer,SVM,fine-tune,4,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,4,0.9970798182998052,0.9950585684068328
Wafer,SVM,fine-tune,5,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,5,0.9943218689162882,0.9928518787421364
Wafer,SVM,fine-tune,6,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,6,0.996917585983128,0.9962895509368074
Wafer,SVM,fine-tune,7,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,7,0.9961064243997404,0.993852060593382
Wafer,SVM,fine-tune,8,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,8,0.996268656716418,0.9932820321398148
Wafer,SVM,fine-tune,9,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,9,0.9935107073329008,0.9877705720930804
Wafer,SVM,fine-tune,10,0.994646333549643,0.97849274030685
Wafer,NN,fine-tune,10,0.993672939649578,0.9885224517923286
Wafer,SVM,pretrained-small,1,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,2,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,3,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,4,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,5,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,6,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,7,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,8,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,9,0.9915639195327708,0.9609022556390978
Wafer,SVM,pretrained-small,10,0.9915639195327708,0.9609022556390978
Adiac,SVM,fine-tune,1,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,1,0.4757033248081841,0.4816260316260316
Adiac,SVM,fine-tune,2,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,2,0.6010230179028133,0.6195786195786195
Adiac,SVM,fine-tune,3,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,3,0.7058823529411765,0.7076591951591952
Adiac,SVM,fine-tune,4,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,4,0.7263427109974424,0.7157443907443908
Adiac,SVM,fine-tune,5,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,5,0.7186700767263428,0.731179631179631
Adiac,SVM,fine-tune,6,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,6,0.7519181585677749,0.7572673197673196
Adiac,SVM,fine-tune,7,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,7,0.7289002557544757,0.7384082884082884
Adiac,SVM,fine-tune,8,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,8,0.7263427109974424,0.7356474606474608
Adiac,SVM,fine-tune,9,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,9,0.7212276214833759,0.7289348789348788
Adiac,SVM,fine-tune,10,0.4398976982097187,0.4746396996396995
Adiac,NN,fine-tune,10,0.7186700767263428,0.7273956148956148
Adiac,SVM,pretrained-small,1,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,2,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,3,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,4,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,5,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,6,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,7,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,8,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,9,0.4117647058823529,0.4298549423549423
Adiac,SVM,pretrained-small,10,0.4117647058823529,0.4298549423549423
Chinatown,SVM,fine-tune,1,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,1,0.7376093294460642,0.7596770058959241
Chinatown,SVM,fine-tune,2,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,2,0.7580174927113703,0.7439331795266171
Chinatown,SVM,fine-tune,3,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,3,0.7696793002915452,0.7784542425019225
Chinatown,SVM,fine-tune,4,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,4,0.7551020408163265,0.7750363154746647
Chinatown,SVM,fine-tune,5,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,5,0.7725947521865889,0.7208621720926258
Chinatown,SVM,fine-tune,6,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,6,0.7755102040816326,0.7030035033752029
Chinatown,SVM,fine-tune,7,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,7,0.7346938775510204,0.7477356233444415
Chinatown,SVM,fine-tune,8,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,8,0.7638483965014577,0.7380158933606767
Chinatown,SVM,fine-tune,9,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,9,0.7638483965014577,0.7479492437836452
Chinatown,SVM,fine-tune,10,0.7784256559766763,0.7712338716568401
Chinatown,NN,fine-tune,10,0.7667638483965015,0.763201743142784
Chinatown,SVM,pretrained-small,1,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,2,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,3,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,4,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,5,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,6,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,7,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,8,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,9,0.9504373177842566,0.942685636161668
Chinatown,SVM,pretrained-small,10,0.9504373177842566,0.942685636161668
ShapeletSim,SVM,fine-tune,1,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,1,0.5222222222222223,0.5222222222222223
ShapeletSim,SVM,fine-tune,2,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,2,0.5333333333333333,0.5333333333333333
ShapeletSim,SVM,fine-tune,3,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,3,0.5277777777777778,0.5277777777777778
ShapeletSim,SVM,fine-tune,4,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,4,0.5222222222222223,0.5222222222222223
ShapeletSim,SVM,fine-tune,5,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,5,0.5333333333333333,0.5333333333333333
ShapeletSim,SVM,fine-tune,6,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,6,0.5166666666666667,0.5166666666666666
ShapeletSim,SVM,fine-tune,7,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,7,0.5166666666666667,0.5166666666666666
ShapeletSim,SVM,fine-tune,8,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,8,0.5333333333333333,0.5333333333333333
ShapeletSim,SVM,fine-tune,9,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,9,0.5166666666666667,0.5166666666666666
ShapeletSim,SVM,fine-tune,10,0.4833333333333333,0.4833333333333333
ShapeletSim,NN,fine-tune,10,0.5444444444444444,0.5444444444444445
ShapeletSim,SVM,pretrained-small,1,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,2,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,3,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,4,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,5,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,6,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,7,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,8,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,9,0.4333333333333333,0.4333333333333333
ShapeletSim,SVM,pretrained-small,10,0.4333333333333333,0.4333333333333333
ToeSegmentation2,SVM,fine-tune,1,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,1,0.8307692307692308,0.622248427672956
ToeSegmentation2,SVM,fine-tune,2,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,2,0.8307692307692308,0.622248427672956
ToeSegmentation2,SVM,fine-tune,3,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,3,0.8307692307692308,0.622248427672956
ToeSegmentation2,SVM,fine-tune,4,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,4,0.8307692307692308,0.622248427672956
ToeSegmentation2,SVM,fine-tune,5,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,5,0.823076923076923,0.6175314465408805
ToeSegmentation2,SVM,fine-tune,6,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,6,0.823076923076923,0.6175314465408805
ToeSegmentation2,SVM,fine-tune,7,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,7,0.823076923076923,0.6175314465408805
ToeSegmentation2,SVM,fine-tune,8,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,8,0.823076923076923,0.6175314465408805
ToeSegmentation2,SVM,fine-tune,9,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,9,0.823076923076923,0.6175314465408805
ToeSegmentation2,SVM,fine-tune,10,0.4461538461538462,0.5153301886792453
ToeSegmentation2,NN,fine-tune,10,0.823076923076923,0.6175314465408805
ToeSegmentation2,SVM,pretrained-small,1,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,2,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,3,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,4,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,5,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,6,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,7,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,8,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,9,0.4,0.5676100628930818
ToeSegmentation2,SVM,pretrained-small,10,0.4,0.5676100628930818
Fish,SVM,fine-tune,1,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,1,0.84,0.8405890004904782
Fish,SVM,fine-tune,2,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,2,0.8114285714285714,0.8121536263408184
Fish,SVM,fine-tune,3,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,3,0.8171428571428572,0.8204056042479687
Fish,SVM,fine-tune,4,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,4,0.84,0.8395005651163288
Fish,SVM,fine-tune,5,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,5,0.8057142857142857,0.8030441643742136
Fish,SVM,fine-tune,6,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,6,0.8228571428571428,0.8253227560616724
Fish,SVM,fine-tune,7,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,7,0.8171428571428572,0.816785660972853
Fish,SVM,fine-tune,8,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,8,0.84,0.8394977928475464
Fish,SVM,fine-tune,9,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,9,0.8285714285714286,0.8252464120444415
Fish,SVM,fine-tune,10,0.6171428571428571,0.6261773612266224
Fish,NN,fine-tune,10,0.7771428571428571,0.7820468939927068
Fish,SVM,pretrained-small,1,0.6,0.6050230311560361
Fish,SVM,pretrained-small,2,0.6,0.6050230311560361
Fish,SVM,pretrained-small,3,0.6,0.6050230311560361
Fish,SVM,pretrained-small,4,0.6,0.6050230311560361
Fish,SVM,pretrained-small,5,0.6,0.6050230311560361
Fish,SVM,pretrained-small,6,0.6,0.6050230311560361
Fish,SVM,pretrained-small,7,0.6,0.6050230311560361
Fish,SVM,pretrained-small,8,0.6,0.6050230311560361
Fish,SVM,pretrained-small,9,0.6,0.6050230311560361
Fish,SVM,pretrained-small,10,0.6,0.6050230311560361
SemgHandSubjectCh2,SVM,fine-tune,1,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,1,0.6977777777777778,0.6977777777777778
SemgHandSubjectCh2,SVM,fine-tune,2,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,2,0.6977777777777778,0.6977777777777778
SemgHandSubjectCh2,SVM,fine-tune,3,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,3,0.6955555555555556,0.6955555555555556
SemgHandSubjectCh2,SVM,fine-tune,4,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,4,0.6888888888888889,0.6888888888888889
SemgHandSubjectCh2,SVM,fine-tune,5,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,5,0.7022222222222222,0.7022222222222223
SemgHandSubjectCh2,SVM,fine-tune,6,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,6,0.68,0.6799999999999999
SemgHandSubjectCh2,SVM,fine-tune,7,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,7,0.6866666666666666,0.6866666666666668
SemgHandSubjectCh2,SVM,fine-tune,8,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,8,0.6977777777777778,0.6977777777777778
SemgHandSubjectCh2,SVM,fine-tune,9,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,9,0.6933333333333334,0.6933333333333334
SemgHandSubjectCh2,SVM,fine-tune,10,0.4977777777777777,0.4977777777777777
SemgHandSubjectCh2,NN,fine-tune,10,0.7044444444444444,0.7044444444444444
SemgHandSubjectCh2,SVM,pretrained-small,1,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,2,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,3,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,4,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,5,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,6,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,7,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,8,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,9,0.2644444444444444,0.2644444444444444
SemgHandSubjectCh2,SVM,pretrained-small,10,0.2644444444444444,0.2644444444444444
NonInvasiveFetalECGThorax1,SVM,fine-tune,1,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,1,0.6849872773536896,0.6797834138874939
NonInvasiveFetalECGThorax1,SVM,fine-tune,2,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,2,0.3577608142493638,0.364754353794459
NonInvasiveFetalECGThorax1,SVM,fine-tune,3,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,3,0.7256997455470738,0.7245369679191747
NonInvasiveFetalECGThorax1,SVM,fine-tune,4,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,4,0.5898218829516539,0.5907699372639799
NonInvasiveFetalECGThorax1,SVM,fine-tune,5,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,5,0.7078880407124682,0.7069573989925023
NonInvasiveFetalECGThorax1,SVM,fine-tune,6,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,6,0.683969465648855,0.6880803285325354
NonInvasiveFetalECGThorax1,SVM,fine-tune,7,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,7,0.8015267175572519,0.7973015328581594
NonInvasiveFetalECGThorax1,SVM,fine-tune,8,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,8,0.7730279898218829,0.7727145559967594
NonInvasiveFetalECGThorax1,SVM,fine-tune,9,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,9,0.749618320610687,0.7441861310832383
NonInvasiveFetalECGThorax1,SVM,fine-tune,10,0.5409669211195929,0.552906130393348
NonInvasiveFetalECGThorax1,NN,fine-tune,10,0.7750636132315522,0.7736505890840591
NonInvasiveFetalECGThorax1,SVM,pretrained-small,1,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,2,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,3,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,4,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,5,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,6,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,7,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,8,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,9,0.4931297709923664,0.5056396827434022
NonInvasiveFetalECGThorax1,SVM,pretrained-small,10,0.4931297709923664,0.5056396827434022
FordB,SVM,fine-tune,1,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,1,0.7246913580246913,0.7255059173581937
FordB,SVM,fine-tune,2,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,2,0.7222222222222222,0.7238413745587132
FordB,SVM,fine-tune,3,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,3,0.7111111111111111,0.7090342603149827
FordB,SVM,fine-tune,4,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,4,0.7234567901234568,0.724795590485888
FordB,SVM,fine-tune,5,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,5,0.745679012345679,0.745898090958423
FordB,SVM,fine-tune,6,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,6,0.7382716049382716,0.7392216280813858
FordB,SVM,fine-tune,7,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,7,0.7333333333333333,0.7323073733758514
FordB,SVM,fine-tune,8,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,8,0.7555555555555555,0.7556536531531806
FordB,SVM,fine-tune,9,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,9,0.7469135802469136,0.746803529074624
FordB,SVM,fine-tune,10,0.6395061728395062,0.6376662256339591
FordB,NN,fine-tune,10,0.7493827160493827,0.7491997390387113
FordB,SVM,pretrained-small,1,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,2,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,3,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,4,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,5,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,6,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,7,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,8,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,9,0.6271604938271605,0.6280508996457512
FordB,SVM,pretrained-small,10,0.6271604938271605,0.6280508996457512
UWaveGestureLibraryAll,SVM,fine-tune,1,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,1,0.8581797878280291,0.8591373814839014
UWaveGestureLibraryAll,SVM,fine-tune,2,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,2,0.8581797878280291,0.8586781784608835
UWaveGestureLibraryAll,SVM,fine-tune,3,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,3,0.8523171412618649,0.8533859958042629
UWaveGestureLibraryAll,SVM,fine-tune,4,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,4,0.8489670575097711,0.8499877015996475
UWaveGestureLibraryAll,SVM,fine-tune,5,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,5,0.8531546621998883,0.8543153613735406
UWaveGestureLibraryAll,SVM,fine-tune,6,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,6,0.8542713567839196,0.8547434438041535
UWaveGestureLibraryAll,SVM,fine-tune,7,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,7,0.8559463986599665,0.8569373136780152
UWaveGestureLibraryAll,SVM,fine-tune,8,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,8,0.8523171412618649,0.853519482160237
UWaveGestureLibraryAll,SVM,fine-tune,9,0.5438302624232273,0.5461308907330977
UWaveGestureLibraryAll,NN,fine-tune,9,0.853713009491904,0.8545485079087136
UWaveGestureLibraryAll,SVM,fine-tune,10,0.5438302624232273,0.5461308907330977
