dataset,method,mode,repetition,accuracy
SonyAIBORobotSurface1,NN,fine-tune,7,0.697171381031614
SonyAIBORobotSurface1,SVM,fine-tune,8,0.43427620632279534
SonyAIBORobotSurface1,NN,fine-tune,8,0.697171381031614
SonyAIBORobotSurface1,SVM,fine-tune,9,0.43427620632279534
SonyAIBORobotSurface1,NN,fine-tune,9,0.697171381031614
SonyAIBORobotSurface1,SVM,fine-tune,10,0.43427620632279534
SonyAIBORobotSurface1,NN,fine-tune,10,0.697171381031614
SonyAIBORobotSurface1,SVM,pretrained-small,1,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,1,0.7537437603993344
SonyAIBORobotSurface1,SVM,pretrained-small,2,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,2,0.7537437603993344
SonyAIBORobotSurface1,SVM,pretrained-small,3,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,3,0.7537437603993344
SonyAIBORobotSurface1,SVM,pretrained-small,4,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,4,0.7537437603993344
SonyAIBORobotSurface1,SVM,pretrained-small,5,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,5,0.7537437603993344
SonyAIBORobotSurface1,SVM,pretrained-small,6,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,6,0.7520798668885191
SonyAIBORobotSurface1,SVM,pretrained-small,7,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,7,0.7520798668885191
SonyAIBORobotSurface1,SVM,pretrained-small,8,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,8,0.7520798668885191
SonyAIBORobotSurface1,SVM,pretrained-small,9,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,9,0.7520798668885191
SonyAIBORobotSurface1,SVM,pretrained-small,10,0.4292845257903494
SonyAIBORobotSurface1,NN,pretrained-small,10,0.7520798668885191
UWaveGestureLibraryY,SVM,fine-tune,1,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,1,0.5667225013958682
UWaveGestureLibraryY,SVM,fine-tune,2,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,2,0.5616973757677275
UWaveGestureLibraryY,SVM,fine-tune,3,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,3,0.5600223338916807
UWaveGestureLibraryY,SVM,fine-tune,4,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,4,0.5603015075376885
UWaveGestureLibraryY,SVM,fine-tune,5,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,5,0.5561139028475712
UWaveGestureLibraryY,SVM,fine-tune,6,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,6,0.5541596873255165
UWaveGestureLibraryY,SVM,fine-tune,7,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,7,0.5586264656616415
UWaveGestureLibraryY,SVM,fine-tune,8,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,8,0.5516471245114462
UWaveGestureLibraryY,SVM,fine-tune,9,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,9,0.5541596873255165
UWaveGestureLibraryY,SVM,fine-tune,10,0.5156337241764377
UWaveGestureLibraryY,NN,fine-tune,10,0.5561139028475712
UWaveGestureLibraryY,SVM,pretrained-small,1,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,1,0.5910106085985483
UWaveGestureLibraryY,SVM,pretrained-small,2,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,2,0.5890563930764936
UWaveGestureLibraryY,SVM,pretrained-small,3,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,3,0.5904522613065326
UWaveGestureLibraryY,SVM,pretrained-small,4,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,4,0.5893355667225014
UWaveGestureLibraryY,SVM,pretrained-small,5,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,5,0.5901730876605249
UWaveGestureLibraryY,SVM,pretrained-small,6,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,6,0.5871021775544388
UWaveGestureLibraryY,SVM,pretrained-small,7,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,7,0.5963149078726968
UWaveGestureLibraryY,SVM,pretrained-small,8,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,8,0.5921273031825796
UWaveGestureLibraryY,SVM,pretrained-small,9,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,9,0.588498045784478
UWaveGestureLibraryY,SVM,pretrained-small,10,0.5337800111669458
UWaveGestureLibraryY,NN,pretrained-small,10,0.5859854829704076
CricketY,SVM,fine-tune,1,0.258974358974359
CricketY,NN,fine-tune,1,0.2692307692307692
CricketY,SVM,fine-tune,2,0.258974358974359
CricketY,NN,fine-tune,2,0.26666666666666666
CricketY,SVM,fine-tune,3,0.258974358974359
CricketY,NN,fine-tune,3,0.2512820512820513
CricketY,SVM,fine-tune,4,0.258974358974359
CricketY,NN,fine-tune,4,0.24871794871794872
CricketY,SVM,fine-tune,5,0.258974358974359
CricketY,NN,fine-tune,5,0.2717948717948718
CricketY,SVM,fine-tune,6,0.258974358974359
CricketY,NN,fine-tune,6,0.2717948717948718
CricketY,SVM,fine-tune,7,0.258974358974359
CricketY,NN,fine-tune,7,0.2512820512820513
CricketY,SVM,fine-tune,8,0.258974358974359
CricketY,NN,fine-tune,8,0.25384615384615383
CricketY,SVM,fine-tune,9,0.258974358974359
CricketY,NN,fine-tune,9,0.25384615384615383
CricketY,SVM,fine-tune,10,0.258974358974359
CricketY,NN,fine-tune,10,0.2692307692307692
CricketY,SVM,pretrained-small,1,0.18461538461538463
CricketY,NN,pretrained-small,1,0.3333333333333333
CricketY,SVM,pretrained-small,2,0.18461538461538463
CricketY,NN,pretrained-small,2,0.35128205128205126
CricketY,SVM,pretrained-small,3,0.18461538461538463
CricketY,NN,pretrained-small,3,0.34615384615384615
CricketY,SVM,pretrained-small,4,0.18461538461538463
CricketY,NN,pretrained-small,4,0.31794871794871793
CricketY,SVM,pretrained-small,5,0.18461538461538463
CricketY,NN,pretrained-small,5,0.3153846153846154
CricketY,SVM,pretrained-small,6,0.18461538461538463
CricketY,NN,pretrained-small,6,0.33076923076923076
CricketY,SVM,pretrained-small,7,0.18461538461538463
CricketY,NN,pretrained-small,7,0.31794871794871793
CricketY,SVM,pretrained-small,8,0.18461538461538463
CricketY,NN,pretrained-small,8,0.3282051282051282
CricketY,SVM,pretrained-small,9,0.18461538461538463
CricketY,NN,pretrained-small,9,0.3333333333333333
CricketY,SVM,pretrained-small,10,0.18461538461538463
CricketY,NN,pretrained-small,10,0.33076923076923076
InsectWingbeatSound,SVM,fine-tune,1,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,1,0.3237373737373737
InsectWingbeatSound,SVM,fine-tune,2,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,2,0.32525252525252524
InsectWingbeatSound,SVM,fine-tune,3,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,3,0.3191919191919192
InsectWingbeatSound,SVM,fine-tune,4,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,4,0.31767676767676767
InsectWingbeatSound,SVM,fine-tune,5,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,5,0.32676767676767676
InsectWingbeatSound,SVM,fine-tune,6,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,6,0.3303030303030303
InsectWingbeatSound,SVM,fine-tune,7,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,7,0.32171717171717173
InsectWingbeatSound,SVM,fine-tune,8,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,8,0.3196969696969697
InsectWingbeatSound,SVM,fine-tune,9,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,9,0.33131313131313134
InsectWingbeatSound,SVM,fine-tune,10,0.31363636363636366
InsectWingbeatSound,NN,fine-tune,10,0.32474747474747473
InsectWingbeatSound,SVM,pretrained-small,1,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,1,0.4101010101010101
InsectWingbeatSound,SVM,pretrained-small,2,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,2,0.4085858585858586
InsectWingbeatSound,SVM,pretrained-small,3,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,3,0.4065656565656566
InsectWingbeatSound,SVM,pretrained-small,4,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,4,0.40050505050505053
InsectWingbeatSound,SVM,pretrained-small,5,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,5,0.4015151515151515
InsectWingbeatSound,SVM,pretrained-small,6,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,6,0.40404040404040403
InsectWingbeatSound,SVM,pretrained-small,7,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,7,0.403030303030303
InsectWingbeatSound,SVM,pretrained-small,8,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,8,0.40959595959595957
InsectWingbeatSound,SVM,pretrained-small,9,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,9,0.4080808080808081
InsectWingbeatSound,SVM,pretrained-small,10,0.3146464646464647
InsectWingbeatSound,NN,pretrained-small,10,0.3994949494949495
FacesUCR,SVM,fine-tune,1,0.5692682926829268
FacesUCR,NN,fine-tune,1,0.7687804878048781
FacesUCR,SVM,fine-tune,2,0.5692682926829268
FacesUCR,NN,fine-tune,2,0.7736585365853659
FacesUCR,SVM,fine-tune,3,0.5692682926829268
FacesUCR,NN,fine-tune,3,0.7409756097560976
FacesUCR,SVM,fine-tune,4,0.5692682926829268
FacesUCR,NN,fine-tune,4,0.7702439024390244
FacesUCR,SVM,fine-tune,5,0.5692682926829268
FacesUCR,NN,fine-tune,5,0.7639024390243903
FacesUCR,SVM,fine-tune,6,0.5692682926829268
FacesUCR,NN,fine-tune,6,0.7609756097560976
FacesUCR,SVM,fine-tune,7,0.5692682926829268
FacesUCR,NN,fine-tune,7,0.7629268292682927
FacesUCR,SVM,fine-tune,8,0.5692682926829268
FacesUCR,NN,fine-tune,8,0.764390243902439
FacesUCR,SVM,fine-tune,9,0.5692682926829268
FacesUCR,NN,fine-tune,9,0.7595121951219512
FacesUCR,SVM,fine-tune,10,0.5692682926829268
FacesUCR,NN,fine-tune,10,0.7531707317073171
FacesUCR,SVM,pretrained-small,1,0.5263414634146342
FacesUCR,NN,pretrained-small,1,0.7297560975609756
FacesUCR,SVM,pretrained-small,2,0.5263414634146342
FacesUCR,NN,pretrained-small,2,0.7292682926829268
FacesUCR,SVM,pretrained-small,3,0.5263414634146342
FacesUCR,NN,pretrained-small,3,0.7273170731707317
FacesUCR,SVM,pretrained-small,4,0.5263414634146342
FacesUCR,NN,pretrained-small,4,0.7175609756097561
FacesUCR,SVM,pretrained-small,5,0.5263414634146342
FacesUCR,NN,pretrained-small,5,0.724390243902439
FacesUCR,SVM,pretrained-small,6,0.5263414634146342
FacesUCR,NN,pretrained-small,6,0.728780487804878
FacesUCR,SVM,pretrained-small,7,0.5263414634146342
FacesUCR,NN,pretrained-small,7,0.7204878048780488
FacesUCR,SVM,pretrained-small,8,0.5263414634146342
FacesUCR,NN,pretrained-small,8,0.7263414634146341
FacesUCR,SVM,pretrained-small,9,0.5263414634146342
FacesUCR,NN,pretrained-small,9,0.7278048780487805
FacesUCR,SVM,pretrained-small,10,0.5263414634146342
FacesUCR,NN,pretrained-small,10,0.7282926829268292
Chinatown,SVM,fine-tune,1,0.7142857142857143
Chinatown,NN,fine-tune,1,0.8396501457725948
Chinatown,SVM,fine-tune,2,0.7142857142857143
Chinatown,NN,fine-tune,2,0.8367346938775511
Chinatown,SVM,fine-tune,3,0.7142857142857143
Chinatown,NN,fine-tune,3,0.8367346938775511
Chinatown,SVM,fine-tune,4,0.7142857142857143
Chinatown,NN,fine-tune,4,0.8367346938775511
Chinatown,SVM,fine-tune,5,0.7142857142857143
Chinatown,NN,fine-tune,5,0.8367346938775511
Chinatown,SVM,fine-tune,6,0.7142857142857143
Chinatown,NN,fine-tune,6,0.8367346938775511
Chinatown,SVM,fine-tune,7,0.7142857142857143
Chinatown,NN,fine-tune,7,0.8367346938775511
Chinatown,SVM,fine-tune,8,0.7142857142857143
Chinatown,NN,fine-tune,8,0.8367346938775511
Chinatown,SVM,fine-tune,9,0.7142857142857143
Chinatown,NN,fine-tune,9,0.8367346938775511
Chinatown,SVM,fine-tune,10,0.7142857142857143
Chinatown,NN,fine-tune,10,0.8367346938775511
Chinatown,SVM,pretrained-small,1,0.9037900874635568
Chinatown,NN,pretrained-small,1,0.9446064139941691
Chinatown,SVM,pretrained-small,2,0.9037900874635568
Chinatown,NN,pretrained-small,2,0.9446064139941691
Chinatown,SVM,pretrained-small,3,0.9037900874635568
Chinatown,NN,pretrained-small,3,0.9446064139941691
Chinatown,SVM,pretrained-small,4,0.9037900874635568
Chinatown,NN,pretrained-small,4,0.9446064139941691
Chinatown,SVM,pretrained-small,5,0.9037900874635568
Chinatown,NN,pretrained-small,5,0.9446064139941691
Chinatown,SVM,pretrained-small,6,0.9037900874635568
Chinatown,NN,pretrained-small,6,0.9446064139941691
Chinatown,SVM,pretrained-small,7,0.9037900874635568
Chinatown,NN,pretrained-small,7,0.9446064139941691
Chinatown,SVM,pretrained-small,8,0.9037900874635568
Chinatown,NN,pretrained-small,8,0.9446064139941691
Chinatown,SVM,pretrained-small,9,0.9037900874635568
Chinatown,NN,pretrained-small,9,0.9446064139941691
Chinatown,SVM,pretrained-small,10,0.9037900874635568
Chinatown,NN,pretrained-small,10,0.9446064139941691
DistalPhalanxTW,SVM,fine-tune,1,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,1,0.6187050359712231
DistalPhalanxTW,SVM,fine-tune,2,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,2,0.6402877697841727
DistalPhalanxTW,SVM,fine-tune,3,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,3,0.6258992805755396
DistalPhalanxTW,SVM,fine-tune,4,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,4,0.6330935251798561
DistalPhalanxTW,SVM,fine-tune,5,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,5,0.6330935251798561
DistalPhalanxTW,SVM,fine-tune,6,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,6,0.6330935251798561
DistalPhalanxTW,SVM,fine-tune,7,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,7,0.6258992805755396
DistalPhalanxTW,SVM,fine-tune,8,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,8,0.6258992805755396
DistalPhalanxTW,SVM,fine-tune,9,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,9,0.6258992805755396
DistalPhalanxTW,SVM,fine-tune,10,0.6834532374100719
DistalPhalanxTW,NN,fine-tune,10,0.6258992805755396
DistalPhalanxTW,SVM,pretrained-small,1,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,1,0.6762589928057554
DistalPhalanxTW,SVM,pretrained-small,2,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,2,0.6762589928057554
DistalPhalanxTW,SVM,pretrained-small,3,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,3,0.6618705035971223
DistalPhalanxTW,SVM,pretrained-small,4,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,4,0.6546762589928058
DistalPhalanxTW,SVM,pretrained-small,5,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,5,0.6546762589928058
DistalPhalanxTW,SVM,pretrained-small,6,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,6,0.6546762589928058
DistalPhalanxTW,SVM,pretrained-small,7,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,7,0.6618705035971223
DistalPhalanxTW,SVM,pretrained-small,8,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,8,0.6690647482014388
DistalPhalanxTW,SVM,pretrained-small,9,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,9,0.6618705035971223
DistalPhalanxTW,SVM,pretrained-small,10,0.6834532374100719
DistalPhalanxTW,NN,pretrained-small,10,0.6618705035971223
ProximalPhalanxOutlineCorrect,SVM,fine-tune,1,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,1,0.852233676975945
ProximalPhalanxOutlineCorrect,SVM,fine-tune,2,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,2,0.8384879725085911
ProximalPhalanxOutlineCorrect,SVM,fine-tune,3,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,3,0.845360824742268
ProximalPhalanxOutlineCorrect,SVM,fine-tune,4,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,4,0.8350515463917526
ProximalPhalanxOutlineCorrect,SVM,fine-tune,5,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,5,0.865979381443299
ProximalPhalanxOutlineCorrect,SVM,fine-tune,6,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,6,0.852233676975945
ProximalPhalanxOutlineCorrect,SVM,fine-tune,7,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,7,0.8316151202749141
ProximalPhalanxOutlineCorrect,SVM,fine-tune,8,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,8,0.8591065292096219
ProximalPhalanxOutlineCorrect,SVM,fine-tune,9,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,9,0.852233676975945
ProximalPhalanxOutlineCorrect,SVM,fine-tune,10,0.7972508591065293
ProximalPhalanxOutlineCorrect,NN,fine-tune,10,0.8384879725085911
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,1,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,1,0.8247422680412371
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,2,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,2,0.8384879725085911
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,3,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,3,0.8419243986254296
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,4,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,4,0.8350515463917526
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,5,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,5,0.8350515463917526
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,6,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,6,0.8316151202749141
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,7,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,7,0.8281786941580757
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,8,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,8,0.8281786941580757
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,9,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,9,0.8247422680412371
ProximalPhalanxOutlineCorrect,SVM,pretrained-small,10,0.7731958762886598
ProximalPhalanxOutlineCorrect,NN,pretrained-small,10,0.8247422680412371
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,1,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,1,0.6474820143884892
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,2,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,2,0.6618705035971223
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,3,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,3,0.6618705035971223
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,4,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,4,0.6690647482014388
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,5,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,5,0.6690647482014388
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,6,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,6,0.6762589928057554
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,7,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,7,0.6834532374100719
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,8,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,8,0.6762589928057554
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,9,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,9,0.6690647482014388
DistalPhalanxOutlineAgeGroup,SVM,fine-tune,10,0.7482014388489209
DistalPhalanxOutlineAgeGroup,NN,fine-tune,10,0.6762589928057554
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,1,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,1,0.7194244604316546
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,2,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,2,0.7194244604316546
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,3,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,3,0.7050359712230215
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,4,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,4,0.7194244604316546
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,5,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,5,0.7266187050359713
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,6,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,6,0.7194244604316546
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,7,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,7,0.7194244604316546
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,8,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,8,0.7194244604316546
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,9,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,9,0.7266187050359713
DistalPhalanxOutlineAgeGroup,SVM,pretrained-small,10,0.7553956834532374
DistalPhalanxOutlineAgeGroup,NN,pretrained-small,10,0.7266187050359713
FaceAll,SVM,fine-tune,1,0.6201183431952663
FaceAll,NN,fine-tune,1,0.6461538461538462
FaceAll,SVM,fine-tune,2,0.6201183431952663
FaceAll,NN,fine-tune,2,0.6526627218934912
FaceAll,SVM,fine-tune,3,0.6201183431952663
FaceAll,NN,fine-tune,3,0.6556213017751479
FaceAll,SVM,fine-tune,4,0.6201183431952663
FaceAll,NN,fine-tune,4,0.6384615384615384
FaceAll,SVM,fine-tune,5,0.6201183431952663
FaceAll,NN,fine-tune,5,0.6449704142011834
FaceAll,SVM,fine-tune,6,0.6201183431952663
FaceAll,NN,fine-tune,6,0.6497041420118344
FaceAll,SVM,fine-tune,7,0.6201183431952663
FaceAll,NN,fine-tune,7,0.6485207100591716
FaceAll,SVM,fine-tune,8,0.6201183431952663
FaceAll,NN,fine-tune,8,0.636094674556213
FaceAll,SVM,fine-tune,9,0.6201183431952663
FaceAll,NN,fine-tune,9,0.6355029585798817
FaceAll,SVM,fine-tune,10,0.6201183431952663
FaceAll,NN,fine-tune,10,0.642603550295858
FaceAll,SVM,pretrained-small,1,0.6402366863905326
FaceAll,NN,pretrained-small,1,0.6970414201183432
FaceAll,SVM,pretrained-small,2,0.6402366863905326
FaceAll,NN,pretrained-small,2,0.6970414201183432
FaceAll,SVM,pretrained-small,3,0.6402366863905326
FaceAll,NN,pretrained-small,3,0.6940828402366864
FaceAll,SVM,pretrained-small,4,0.6402366863905326
FaceAll,NN,pretrained-small,4,0.6887573964497041
FaceAll,SVM,pretrained-small,5,0.6402366863905326
FaceAll,NN,pretrained-small,5,0.693491124260355
FaceAll,SVM,pretrained-small,6,0.6402366863905326
FaceAll,NN,pretrained-small,6,0.6923076923076923
FaceAll,SVM,pretrained-small,7,0.6402366863905326
FaceAll,NN,pretrained-small,7,0.6857988165680473
FaceAll,SVM,pretrained-small,8,0.6402366863905326
FaceAll,NN,pretrained-small,8,0.6857988165680473
FaceAll,SVM,pretrained-small,9,0.6402366863905326
FaceAll,NN,pretrained-small,9,0.6964497041420118
FaceAll,SVM,pretrained-small,10,0.6402366863905326
FaceAll,NN,pretrained-small,10,0.6822485207100591
ScreenType,SVM,fine-tune,1,0.456
ScreenType,NN,fine-tune,1,0.43466666666666665
ScreenType,SVM,fine-tune,2,0.456
ScreenType,NN,fine-tune,2,0.42933333333333334
ScreenType,SVM,fine-tune,3,0.456
ScreenType,NN,fine-tune,3,0.432
ScreenType,SVM,fine-tune,4,0.456
ScreenType,NN,fine-tune,4,0.4266666666666667
ScreenType,SVM,fine-tune,5,0.456
ScreenType,NN,fine-tune,5,0.42133333333333334
ScreenType,SVM,fine-tune,6,0.456
ScreenType,NN,fine-tune,6,0.416
ScreenType,SVM,fine-tune,7,0.456
ScreenType,NN,fine-tune,7,0.4186666666666667
ScreenType,SVM,fine-tune,8,0.456
ScreenType,NN,fine-tune,8,0.4106666666666667
ScreenType,SVM,fine-tune,9,0.456
ScreenType,NN,fine-tune,9,0.41333333333333333
ScreenType,SVM,fine-tune,10,0.456
ScreenType,NN,fine-tune,10,0.41333333333333333
ScreenType,SVM,pretrained-small,1,0.37333333333333335
ScreenType,NN,pretrained-small,1,0.38666666666666666
ScreenType,SVM,pretrained-small,2,0.37333333333333335
ScreenType,NN,pretrained-small,2,0.3893333333333333
ScreenType,SVM,pretrained-small,3,0.37333333333333335
ScreenType,NN,pretrained-small,3,0.38133333333333336
ScreenType,SVM,pretrained-small,4,0.37333333333333335
ScreenType,NN,pretrained-small,4,0.37866666666666665
ScreenType,SVM,pretrained-small,5,0.37333333333333335
ScreenType,NN,pretrained-small,5,0.37866666666666665
ScreenType,SVM,pretrained-small,6,0.37333333333333335
ScreenType,NN,pretrained-small,6,0.37066666666666664
ScreenType,SVM,pretrained-small,7,0.37333333333333335
ScreenType,NN,pretrained-small,7,0.37333333333333335
ScreenType,SVM,pretrained-small,8,0.37333333333333335
ScreenType,NN,pretrained-small,8,0.38133333333333336
ScreenType,SVM,pretrained-small,9,0.37333333333333335
ScreenType,NN,pretrained-small,9,0.376
ScreenType,SVM,pretrained-small,10,0.37333333333333335
ScreenType,NN,pretrained-small,10,0.37333333333333335
StarLightCurves,SVM,fine-tune,1,0.9050509956289461
StarLightCurves,NN,fine-tune,1,0.929456046624575
StarLightCurves,SVM,fine-tune,2,0.9050509956289461
StarLightCurves,NN,fine-tune,2,0.9289703739679456
StarLightCurves,SVM,fine-tune,3,0.9050509956289461
StarLightCurves,NN,fine-tune,3,0.9284847013113162
StarLightCurves,SVM,fine-tune,4,0.9050509956289461
StarLightCurves,NN,fine-tune,4,0.9283632831471588
StarLightCurves,SVM,fine-tune,5,0.9050509956289461
StarLightCurves,NN,fine-tune,5,0.9284847013113162
StarLightCurves,SVM,fine-tune,6,0.9050509956289461
StarLightCurves,NN,fine-tune,6,0.9281204468188441
StarLightCurves,SVM,fine-tune,7,0.9050509956289461
StarLightCurves,NN,fine-tune,7,0.9279990286546868
StarLightCurves,SVM,fine-tune,8,0.9050509956289461
StarLightCurves,NN,fine-tune,8,0.9279990286546868
StarLightCurves,SVM,fine-tune,9,0.9050509956289461
StarLightCurves,NN,fine-tune,9,0.9267848470131131
StarLightCurves,SVM,fine-tune,10,0.9050509956289461
StarLightCurves,NN,fine-tune,10,0.9252064108790675
StarLightCurves,SVM,pretrained-small,1,0.926056338028169
StarLightCurves,NN,pretrained-small,1,0.9378338999514327
