dataset,method,mode,repetition,accuracy
ItalyPowerDemand,NN,pretrained-tiny,3,0.9523809523809523,0.9523890475542862
ItalyPowerDemand,NN,pretrained-tiny,4,0.9261418853255587,0.9262035903712771
ItalyPowerDemand,NN,pretrained-tiny,5,0.9154518950437318,0.9154030101092525
ItalyPowerDemand,NN,pretrained-tiny,6,0.9416909620991254,0.9417017997189356
ItalyPowerDemand,NN,pretrained-tiny,7,0.9416909620991254,0.9416961330976019
ItalyPowerDemand,NN,pretrained-tiny,8,0.9251700680272109,0.9252289315018813
ItalyPowerDemand,NN,pretrained-tiny,9,0.9523809523809523,0.9523607144476178
ItalyPowerDemand,NN,pretrained-tiny,10,0.956268221574344,0.9562650165465343
GunPointMaleVersusFemale,NN,fine-tune-5,1,0.9272151898734177,0.9278313253012047
GunPointMaleVersusFemale,NN,fine-tune-5,2,0.9177215189873418,0.9187951807228916
GunPointMaleVersusFemale,NN,fine-tune-5,3,0.9240506329113924,0.9235341365461847
GunPointMaleVersusFemale,NN,fine-tune-5,4,0.9430379746835443,0.9448192771084337
GunPointMaleVersusFemale,NN,fine-tune-5,5,0.9240506329113924,0.9257831325301205
GunPointMaleVersusFemale,NN,fine-tune-5,6,0.930379746835443,0.9321285140562249
GunPointMaleVersusFemale,NN,fine-tune-5,7,0.9177215189873418,0.9187951807228916
GunPointMaleVersusFemale,NN,fine-tune-5,8,0.9335443037974683,0.9354618473895582
GunPointMaleVersusFemale,NN,fine-tune-5,9,0.930379746835443,0.9308433734939758
GunPointMaleVersusFemale,NN,fine-tune-5,10,0.9082278481012658,0.9052610441767068
GunPointMaleVersusFemale,NN,pretrained-tiny,1,0.9968354430379747,0.9969879518072289
GunPointMaleVersusFemale,NN,pretrained-tiny,2,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,3,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,4,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,5,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,6,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,7,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,8,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,9,0.9936708860759493,0.9936546184738956
GunPointMaleVersusFemale,NN,pretrained-tiny,10,0.9936708860759493,0.9936546184738956
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,1,0.5064935064935064,0.4560563698494733
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,2,0.474025974025974,0.4475592363523398
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,3,0.5324675324675324,0.4398811036742072
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,4,0.44155844155844154,0.41817758197068544
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,5,0.5324675324675324,0.45554449433759775
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,6,0.5064935064935064,0.4508352396283431
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,7,0.45454545454545453,0.425753339546443
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,8,0.5584415584415584,0.4577685051822982
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,9,0.525974025974026,0.46219887599197945
MiddlePhalanxOutlineAgeGroup,NN,fine-tune-5,10,0.5,0.4366051003982039
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,1,0.474025974025974,0.4264240729757971
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,2,0.45454545454545453,0.4076047050184981
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,3,0.474025974025974,0.4162324550255585
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,4,0.525974025974026,0.4283868508006439
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,5,0.4805194805194805,0.41753508994888305
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,6,0.5064935064935064,0.41975910079358353
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,7,0.4935064935064935,0.41466858708238014
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,8,0.4935064935064935,0.4174044734389562
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,9,0.5454545454545454,0.45267799147109494
MiddlePhalanxOutlineAgeGroup,NN,pretrained-tiny,10,0.5064935064935064,0.4326866051003982
InlineSkate,NN,fine-tune-5,1,0.3709090909090909,0.3828681873379586
InlineSkate,NN,fine-tune-5,2,0.3563636363636364,0.37392015330150324
InlineSkate,NN,fine-tune-5,3,0.35454545454545455,0.37391907878008196
InlineSkate,NN,fine-tune-5,4,0.3563636363636364,0.36639425093042355
InlineSkate,NN,fine-tune-5,5,0.3709090909090909,0.38463010032226297
InlineSkate,NN,fine-tune-5,6,0.34,0.35147704227425375
InlineSkate,NN,fine-tune-5,7,0.37454545454545457,0.3893129430525847
InlineSkate,NN,fine-tune-5,8,0.33636363636363636,0.34453384969724626
InlineSkate,NN,fine-tune-5,9,0.3618181818181818,0.37617487066828664
InlineSkate,NN,fine-tune-5,10,0.36,0.37420478366760906
InlineSkate,NN,pretrained-tiny,1,0.2818181818181818,0.28581507921362936
InlineSkate,NN,pretrained-tiny,2,0.28,0.2951684322628386
InlineSkate,NN,pretrained-tiny,3,0.2781818181818182,0.29150563250047423
InlineSkate,NN,pretrained-tiny,4,0.2636363636363636,0.2854410074924245
InlineSkate,NN,pretrained-tiny,5,0.2818181818181818,0.29348655297186366
InlineSkate,NN,pretrained-tiny,6,0.29818181818181816,0.30568273516923533
InlineSkate,NN,pretrained-tiny,7,0.2909090909090909,0.3053644486538912
InlineSkate,NN,pretrained-tiny,8,0.2927272727272727,0.2994732218781708
InlineSkate,NN,pretrained-tiny,9,0.2909090909090909,0.30281390813681697
InlineSkate,NN,pretrained-tiny,10,0.29454545454545455,0.3012716769354725
ECG5000,NN,fine-tune-5,1,0.9326666666666666,0.5495285609249604
ECG5000,NN,fine-tune-5,2,0.9306666666666666,0.5519943119037607
ECG5000,NN,fine-tune-5,3,0.9217777777777778,0.5657435285807502
ECG5000,NN,fine-tune-5,4,0.9262222222222222,0.5535131994355647
ECG5000,NN,fine-tune-5,5,0.9246666666666666,0.5523615652123214
ECG5000,NN,fine-tune-5,6,0.9273333333333333,0.5428887152095379
ECG5000,NN,fine-tune-5,7,0.9302222222222222,0.5470781884538598
ECG5000,NN,fine-tune-5,8,0.9242222222222222,0.5427475062513906
ECG5000,NN,fine-tune-5,9,0.9275555555555556,0.5647473588698119
ECG5000,NN,fine-tune-5,10,0.9168888888888889,0.5773749982746514
ECG5000,NN,pretrained-tiny,1,0.9353333333333333,0.5050668346897358
ECG5000,NN,pretrained-tiny,2,0.9288888888888889,0.5514414991414169
ECG5000,NN,pretrained-tiny,3,0.9297777777777778,0.5393689306896112
ECG5000,NN,pretrained-tiny,4,0.9288888888888889,0.5368545066903254
ECG5000,NN,pretrained-tiny,5,0.9264444444444444,0.49873988116614926
ECG5000,NN,pretrained-tiny,6,0.9248888888888889,0.5353122985288069
ECG5000,NN,pretrained-tiny,7,0.9277777777777778,0.5401046322872672
ECG5000,NN,pretrained-tiny,8,0.9273333333333333,0.5219006631081361
ECG5000,NN,pretrained-tiny,9,0.9242222222222222,0.503097007019088
ECG5000,NN,pretrained-tiny,10,0.9173333333333333,0.527577027601402
DistalPhalanxTW,NN,fine-tune-5,1,0.6618705035971223,0.4541535462588094
DistalPhalanxTW,NN,fine-tune-5,2,0.6187050359712231,0.49684173039436197
DistalPhalanxTW,NN,fine-tune-5,3,0.6258992805755396,0.4885665017243965
DistalPhalanxTW,NN,fine-tune-5,4,0.6474820143884892,0.5113585245164193
DistalPhalanxTW,NN,fine-tune-5,5,0.6330935251798561,0.49284000599790073
DistalPhalanxTW,NN,fine-tune-5,6,0.6402877697841727,0.48001949317738796
DistalPhalanxTW,NN,fine-tune-5,7,0.6546762589928058,0.4938575070154017
DistalPhalanxTW,NN,fine-tune-5,8,0.6258992805755396,0.48803231369020844
DistalPhalanxTW,NN,fine-tune-5,9,0.6618705035971223,0.5367424972688131
DistalPhalanxTW,NN,fine-tune-5,10,0.6402877697841727,0.49306492727545354
DistalPhalanxTW,NN,pretrained-tiny,1,0.5899280575539568,0.5192588843904634
DistalPhalanxTW,NN,pretrained-tiny,2,0.6402877697841727,0.4745464087569351
DistalPhalanxTW,NN,pretrained-tiny,3,0.60431654676259,0.4953797420902684
DistalPhalanxTW,NN,pretrained-tiny,4,0.6402877697841727,0.49902534113060426
DistalPhalanxTW,NN,pretrained-tiny,5,0.6762589928057554,0.5600164942270206
DistalPhalanxTW,NN,pretrained-tiny,6,0.6402877697841727,0.5591824111560953
DistalPhalanxTW,NN,pretrained-tiny,7,0.6618705035971223,0.5026669237195553
DistalPhalanxTW,NN,pretrained-tiny,8,0.6690647482014388,0.5380170511749459
DistalPhalanxTW,NN,pretrained-tiny,9,0.6546762589928058,0.5597447143499775
DistalPhalanxTW,NN,pretrained-tiny,10,0.6690647482014388,0.5470513891566523
ChlorineConcentration,NN,fine-tune-5,1,0.6166666666666667,0.5940461548974268
ChlorineConcentration,NN,fine-tune-5,2,0.6526041666666667,0.5830582781032311
ChlorineConcentration,NN,fine-tune-5,3,0.6380208333333334,0.6139953849421564
ChlorineConcentration,NN,fine-tune-5,4,0.6346354166666667,0.594588175447325
ChlorineConcentration,NN,fine-tune-5,5,0.6591145833333333,0.6045623432902437
ChlorineConcentration,NN,fine-tune-5,6,0.6471354166666666,0.6060521246003484
ChlorineConcentration,NN,fine-tune-5,7,0.6450520833333333,0.6107755065291852
ChlorineConcentration,NN,fine-tune-5,8,0.6760416666666667,0.6051434316790326
ChlorineConcentration,NN,fine-tune-5,9,0.6674479166666667,0.6009200477779109
ChlorineConcentration,NN,fine-tune-5,10,0.6622395833333333,0.6142286614281441
ChlorineConcentration,NN,pretrained-tiny,1,0.58203125,0.4704732590850303
ChlorineConcentration,NN,pretrained-tiny,2,0.5973958333333333,0.5264624532219081
ChlorineConcentration,NN,pretrained-tiny,3,0.5859375,0.5463184309199205
ChlorineConcentration,NN,pretrained-tiny,4,0.5953125,0.5369675781989093
ChlorineConcentration,NN,pretrained-tiny,5,0.5916666666666667,0.5439036704110473
ChlorineConcentration,NN,pretrained-tiny,6,0.5966145833333333,0.5475946539390592
ChlorineConcentration,NN,pretrained-tiny,7,0.6333333333333333,0.5164188137903276
ChlorineConcentration,NN,pretrained-tiny,8,0.61328125,0.5404185195646695
ChlorineConcentration,NN,pretrained-tiny,9,0.6197916666666666,0.5202127022241539
ChlorineConcentration,NN,pretrained-tiny,10,0.603125,0.5270156551806596
Adiac,NN,fine-tune-5,1,0.6956521739130435,0.6943086943086944
Adiac,NN,fine-tune-5,2,0.7263427109974424,0.7316066816066816
Adiac,NN,fine-tune-5,3,0.7416879795396419,0.7446637071637072
Adiac,NN,fine-tune-5,4,0.7468030690537084,0.7534059409059407
Adiac,NN,fine-tune-5,5,0.7519181585677749,0.7603604353604353
Adiac,NN,fine-tune-5,6,0.7493606138107417,0.7587721587721588
Adiac,NN,fine-tune-5,7,0.7340153452685422,0.7412080037080037
Adiac,NN,fine-tune-5,8,0.7621483375959079,0.7652159402159402
Adiac,NN,fine-tune-5,9,0.7289002557544757,0.7327905202905203
Adiac,NN,fine-tune-5,10,0.7263427109974424,0.7203849078849079
Adiac,NN,pretrained-tiny,1,0.5601023017902813,0.5755594630594629
Adiac,NN,pretrained-tiny,2,0.5856777493606138,0.603892128892129
Adiac,NN,pretrained-tiny,3,0.5498721227621484,0.5543016293016293
Adiac,NN,pretrained-tiny,4,0.5242966751918159,0.5339301464301465
Adiac,NN,pretrained-tiny,5,0.5396419437340153,0.5567507192507192
Adiac,NN,pretrained-tiny,6,0.5959079283887468,0.6057732807732809
Adiac,NN,pretrained-tiny,7,0.59846547314578,0.6101696726696726
Adiac,NN,pretrained-tiny,8,0.578005115089514,0.5775809400809401
Adiac,NN,pretrained-tiny,9,0.5703324808184144,0.5775457275457275
Adiac,NN,pretrained-tiny,10,0.5677749360613811,0.5682819432819433
Wafer,NN,fine-tune-5,1,0.9957819597663855,0.9903654389656629
Wafer,NN,fine-tune-5,2,0.995944192083063,0.9944220890469491
Wafer,NN,fine-tune-5,3,0.995295262816353,0.9947193406319946
Wafer,NN,fine-tune-5,4,0.9936729396495781,0.984556727333883
Wafer,NN,fine-tune-5,5,0.995295262816353,0.9887707539443262
Wafer,NN,fine-tune-5,6,0.991239454899416,0.9812099807620525
Wafer,NN,fine-tune-5,7,0.9944841012329656,0.9863332636009008
Wafer,NN,fine-tune-5,8,0.995944192083063,0.9937611349705415
Wafer,NN,fine-tune-5,9,0.9964308890330954,0.9927120036862478
Wafer,NN,fine-tune-5,10,0.9961064243997404,0.9912082442877516
Wafer,NN,pretrained-tiny,1,0.9985399091499026,0.9985207153180278
Wafer,NN,pretrained-tiny,2,0.9991888384166125,0.9988844178093899
Wafer,NN,pretrained-tiny,3,0.9985399091499026,0.9938940367831746
Wafer,NN,pretrained-tiny,4,0.9982154445165476,0.9983388640723467
Wafer,NN,pretrained-tiny,5,0.9991888384166125,0.9982234637329822
Wafer,NN,pretrained-tiny,6,0.9983776768332252,0.9977688356187797
Wafer,NN,pretrained-tiny,7,0.9980532121998702,0.9982479384495062
Wafer,NN,pretrained-tiny,8,0.9975665152498377,0.9966532534281695
Wafer,NN,pretrained-tiny,9,0.9970798182998053,0.9950585684068327
Wafer,NN,pretrained-tiny,10,0.9983776768332252,0.9971078815423721
SemgHandMovementCh2,NN,fine-tune-5,1,0.45555555555555555,0.45555555555555555
SemgHandMovementCh2,NN,fine-tune-5,2,0.43555555555555553,0.43555555555555553
SemgHandMovementCh2,NN,fine-tune-5,3,0.4444444444444444,0.4444444444444444
SemgHandMovementCh2,NN,fine-tune-5,4,0.45555555555555555,0.45555555555555555
SemgHandMovementCh2,NN,fine-tune-5,5,0.43333333333333335,0.43333333333333335
SemgHandMovementCh2,NN,fine-tune-5,6,0.4288888888888889,0.42888888888888893
SemgHandMovementCh2,NN,fine-tune-5,7,0.44666666666666666,0.4466666666666667
SemgHandMovementCh2,NN,fine-tune-5,8,0.44666666666666666,0.4466666666666667
SemgHandMovementCh2,NN,fine-tune-5,9,0.4777777777777778,0.4777777777777778
SemgHandMovementCh2,NN,fine-tune-5,10,0.4533333333333333,0.45333333333333337
SemgHandMovementCh2,NN,pretrained-tiny,1,0.24888888888888888,0.24888888888888885
SemgHandMovementCh2,NN,pretrained-tiny,2,0.23333333333333334,0.2333333333333333
SemgHandMovementCh2,NN,pretrained-tiny,3,0.25333333333333335,0.25333333333333335
SemgHandMovementCh2,NN,pretrained-tiny,4,0.2644444444444444,0.2644444444444444
SemgHandMovementCh2,NN,pretrained-tiny,5,0.2288888888888889,0.22888888888888884
SemgHandMovementCh2,NN,pretrained-tiny,6,0.24888888888888888,0.24888888888888885
SemgHandMovementCh2,NN,pretrained-tiny,7,0.24,0.24
SemgHandMovementCh2,NN,pretrained-tiny,8,0.24444444444444444,0.24444444444444446
SemgHandMovementCh2,NN,pretrained-tiny,9,0.24888888888888888,0.2488888888888889
SemgHandMovementCh2,NN,pretrained-tiny,10,0.23777777777777778,0.23777777777777778
SonyAIBORobotSurface1,NN,fine-tune-5,1,0.7154742096505824,0.7267159355436527
SonyAIBORobotSurface1,NN,fine-tune-5,2,0.7071547420965059,0.7199075643546455
SonyAIBORobotSurface1,NN,fine-tune-5,3,0.7204658901830283,0.7267667864487988
SonyAIBORobotSurface1,NN,fine-tune-5,4,0.7237936772046589,0.7349650823784664
SonyAIBORobotSurface1,NN,fine-tune-5,5,0.7154742096505824,0.7300777453838678
SonyAIBORobotSurface1,NN,fine-tune-5,6,0.718801996672213,0.7291511288900943
SonyAIBORobotSurface1,NN,fine-tune-5,7,0.7221297836938436,0.7330270978823423
SonyAIBORobotSurface1,NN,fine-tune-5,8,0.7237936772046589,0.7354453409270685
SonyAIBORobotSurface1,NN,fine-tune-5,9,0.7221297836938436,0.7344678735281488
SonyAIBORobotSurface1,NN,fine-tune-5,10,0.7221297836938436,0.7339876149795466
SonyAIBORobotSurface1,NN,pretrained-tiny,1,0.7936772046589018,0.8024329333062128
SonyAIBORobotSurface1,NN,pretrained-tiny,2,0.7953410981697171,0.8024498836079281
SonyAIBORobotSurface1,NN,pretrained-tiny,3,0.7853577371048253,0.7985061134088187
SonyAIBORobotSurface1,NN,pretrained-tiny,4,0.7637271214642263,0.7814767102854431
SonyAIBORobotSurface1,NN,pretrained-tiny,5,0.7753743760399334,0.791200533369494
SonyAIBORobotSurface1,NN,pretrained-tiny,6,0.7753743760399334,0.7931215675639026
SonyAIBORobotSurface1,NN,pretrained-tiny,7,0.7753743760399334,0.7931215675639026
SonyAIBORobotSurface1,NN,pretrained-tiny,8,0.778702163061564,0.7945962438131399
SonyAIBORobotSurface1,NN,pretrained-tiny,9,0.7720465890183028,0.7902061156688589
SonyAIBORobotSurface1,NN,pretrained-tiny,10,0.7737104825291181,0.792624358713585
FiftyWords,NN,fine-tune-5,1,0.610989010989011,0.4874505931117386
FiftyWords,NN,fine-tune-5,2,0.5912087912087912,0.4754248076828572
FiftyWords,NN,fine-tune-5,3,0.5934065934065934,0.4789790019921598
FiftyWords,NN,fine-tune-5,4,0.589010989010989,0.46068312769102243
FiftyWords,NN,fine-tune-5,5,0.6,0.43635270604868126
FiftyWords,NN,fine-tune-5,6,0.5736263736263736,0.44000513860064944
FiftyWords,NN,fine-tune-5,7,0.5692307692307692,0.4492863981220019
FiftyWords,NN,fine-tune-5,8,0.589010989010989,0.45245959374303024
FiftyWords,NN,fine-tune-5,9,0.5978021978021978,0.4706361871874256
FiftyWords,NN,fine-tune-5,10,0.6043956043956044,0.46122662860015806
FiftyWords,NN,pretrained-tiny,1,0.5648351648351648,0.40032809947190756
FiftyWords,NN,pretrained-tiny,2,0.5868131868131868,0.46298070364448074
FiftyWords,NN,pretrained-tiny,3,0.6747252747252748,0.5111213569368368
FiftyWords,NN,pretrained-tiny,4,0.621978021978022,0.47821595693608077
FiftyWords,NN,pretrained-tiny,5,0.6571428571428571,0.5092564340716044
FiftyWords,NN,pretrained-tiny,6,0.5978021978021978,0.47109041570744353
FiftyWords,NN,pretrained-tiny,7,0.5846153846153846,0.48257525563531756
FiftyWords,NN,pretrained-tiny,8,0.6505494505494506,0.5207349616499771
FiftyWords,NN,pretrained-tiny,9,0.5934065934065934,0.4503527066157097
FiftyWords,NN,pretrained-tiny,10,0.6197802197802198,0.45900397713741364
FordA,NN,fine-tune-5,1,0.843939393939394,0.8393897403018207
FordA,NN,fine-tune-5,2,0.8674242424242424,0.8711264158617884
FordA,NN,fine-tune-5,3,0.9143939393939394,0.9141865387134358
FordA,NN,fine-tune-5,4,0.9068181818181819,0.9074717517045494
FordA,NN,fine-tune-5,5,0.8590909090909091,0.855521774799556
FordA,NN,fine-tune-5,6,0.9159090909090909,0.9170544559574776
FordA,NN,fine-tune-5,7,0.9143939393939394,0.9138487311534405
FordA,NN,fine-tune-5,8,0.8939393939393939,0.8962448208585827
FordA,NN,fine-tune-5,9,0.9143939393939394,0.9140900222677228
FordA,NN,fine-tune-5,10,0.906060606060606,0.9050002412911142
FordA,NN,pretrained-tiny,1,0.8977272727272727,0.8949935540802327
FordA,NN,pretrained-tiny,2,0.9234848484848485,0.9231901442920863
FordA,NN,pretrained-tiny,3,0.9227272727272727,0.9215872818900678
FordA,NN,pretrained-tiny,4,0.9128787878787878,0.9139245655036434
FordA,NN,pretrained-tiny,5,0.9242424242424242,0.9235382928998366
FordA,NN,pretrained-tiny,6,0.9295454545454546,0.9288225683026203
FordA,NN,pretrained-tiny,7,0.9159090909090909,0.9141589625860892
FordA,NN,pretrained-tiny,8,0.9121212121212121,0.9106326653016483
FordA,NN,pretrained-tiny,9,0.9272727272727272,0.9266681833536707
FordA,NN,pretrained-tiny,10,0.921969696969697,0.9206600346080398
NonInvasiveFetalECGThorax1,NN,fine-tune-5,1,0.7674300254452926,0.7677505507426312
NonInvasiveFetalECGThorax1,NN,fine-tune-5,2,0.7246819338422392,0.7200787927454435
NonInvasiveFetalECGThorax1,NN,fine-tune-5,3,0.7399491094147582,0.7390648916338394
NonInvasiveFetalECGThorax1,NN,fine-tune-5,4,0.7801526717557252,0.777627308630021
NonInvasiveFetalECGThorax1,NN,fine-tune-5,5,0.7786259541984732,0.776869550929557
NonInvasiveFetalECGThorax1,NN,fine-tune-5,6,0.7913486005089059,0.7886487975239211
NonInvasiveFetalECGThorax1,NN,fine-tune-5,7,0.805089058524173,0.7994881660118177
NonInvasiveFetalECGThorax1,NN,fine-tune-5,8,0.8162849872773537,0.8119060903299486
NonInvasiveFetalECGThorax1,NN,fine-tune-5,9,0.8122137404580153,0.806279251543252
NonInvasiveFetalECGThorax1,NN,fine-tune-5,10,0.8081424936386769,0.8063991343623219
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,1,0.5709923664122137,0.5633086497380867
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,2,0.5791348600508905,0.5793153230378651
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,3,0.5969465648854961,0.5950891217302632
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,4,0.6437659033078881,0.6441807719411222
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,5,0.7104325699745547,0.7074866734724264
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,6,0.6615776081424937,0.6617232380202202
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,7,0.672264631043257,0.6733134548209633
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,8,0.6478371501272264,0.6437356259180974
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,9,0.6396946564885496,0.6442961075581429
NonInvasiveFetalECGThorax1,NN,pretrained-tiny,10,0.6717557251908397,0.6706592775850003
FordB,NN,fine-tune-5,1,0.6580246913580247,0.6550036888219549
FordB,NN,fine-tune-5,2,0.6641975308641975,0.6614088251254504
FordB,NN,fine-tune-5,3,0.7617283950617284,0.7623758452280058
FordB,NN,fine-tune-5,4,0.7567901234567901,0.7584858148028462
FordB,NN,fine-tune-5,5,0.7641975308641975,0.7646744995701455
FordB,NN,fine-tune-5,6,0.7333333333333333,0.7319659286990348
FordB,NN,fine-tune-5,7,0.7753086419753087,0.7754330555030516
FordB,NN,fine-tune-5,8,0.7592592592592593,0.7583211896908096
FordB,NN,fine-tune-5,9,0.7592592592592593,0.7601991354133004
FordB,NN,fine-tune-5,10,0.7308641975308642,0.7327158875427568
FordB,NN,pretrained-tiny,1,0.7728395061728395,0.7725490674292265
FordB,NN,pretrained-tiny,2,0.7037037037037037,0.7060405221664665
FordB,NN,pretrained-tiny,3,0.7197530864197531,0.7214939424055997
FordB,NN,pretrained-tiny,4,0.7469135802469136,0.7464864733032943
FordB,NN,pretrained-tiny,5,0.7666666666666667,0.7669975428177722
FordB,NN,pretrained-tiny,6,0.7691358024691358,0.7681986964130018
FordB,NN,pretrained-tiny,7,0.7604938271604939,0.7607387399471981
FordB,NN,pretrained-tiny,8,0.7839506172839507,0.7843075684870953
FordB,NN,pretrained-tiny,9,0.7617283950617284,0.7625221786609271
FordB,NN,pretrained-tiny,10,0.7753086419753087,0.7759696114237633
Trace,NN,fine-tune-5,1,0.77,0.7819683908045977
Trace,NN,fine-tune-5,2,0.76,0.7697557471264368
Trace,NN,fine-tune-5,3,0.77,0.7837643678160919
Trace,NN,fine-tune-5,4,0.78,0.7869971264367817
Trace,NN,fine-tune-5,5,0.75,0.7647270114942528
Trace,NN,fine-tune-5,6,0.77,0.7783764367816092
Trace,NN,fine-tune-5,7,0.78,0.7869971264367817
Trace,NN,fine-tune-5,8,0.8,0.8114224137931034
Trace,NN,fine-tune-5,9,0.76,0.7733477011494253
Trace,NN,fine-tune-5,10,0.75,0.7557471264367817
Trace,NN,pretrained-tiny,1,1.0,1.0
Trace,NN,pretrained-tiny,2,1.0,1.0
Trace,NN,pretrained-tiny,3,1.0,1.0
Trace,NN,pretrained-tiny,4,1.0,1.0
Trace,NN,pretrained-tiny,5,1.0,1.0
Trace,NN,pretrained-tiny,6,1.0,1.0
Trace,NN,pretrained-tiny,7,1.0,1.0
Trace,NN,pretrained-tiny,8,1.0,1.0
Trace,NN,pretrained-tiny,9,1.0,1.0
Trace,NN,pretrained-tiny,10,1.0,1.0
WormsTwoClass,NN,fine-tune-5,1,0.7402597402597403,0.731060606060606
WormsTwoClass,NN,fine-tune-5,2,0.7922077922077922,0.7765151515151515
WormsTwoClass,NN,fine-tune-5,3,0.7402597402597403,0.7272727272727273
WormsTwoClass,NN,fine-tune-5,4,0.7532467532467533,0.7386363636363636
WormsTwoClass,NN,fine-tune-5,5,0.7402597402597403,0.7196969696969697
WormsTwoClass,NN,fine-tune-5,6,0.7272727272727273,0.7083333333333334
WormsTwoClass,NN,fine-tune-5,7,0.7532467532467533,0.7424242424242424
WormsTwoClass,NN,fine-tune-5,8,0.7792207792207793,0.7575757575757576
WormsTwoClass,NN,fine-tune-5,9,0.7402597402597403,0.7196969696969697
WormsTwoClass,NN,fine-tune-5,10,0.7402597402597403,0.7234848484848485
WormsTwoClass,NN,pretrained-tiny,1,0.8181818181818182,0.821969696969697
WormsTwoClass,NN,pretrained-tiny,2,0.8181818181818182,0.8257575757575757
WormsTwoClass,NN,pretrained-tiny,3,0.8571428571428571,0.8598484848484849
WormsTwoClass,NN,pretrained-tiny,4,0.7922077922077922,0.7916666666666666
WormsTwoClass,NN,pretrained-tiny,5,0.7922077922077922,0.7954545454545454
WormsTwoClass,NN,pretrained-tiny,6,0.7792207792207793,0.7840909090909092
WormsTwoClass,NN,pretrained-tiny,7,0.8571428571428571,0.8522727272727273
WormsTwoClass,NN,pretrained-tiny,8,0.8311688311688312,0.821969696969697
WormsTwoClass,NN,pretrained-tiny,9,0.8051948051948052,0.803030303030303
WormsTwoClass,NN,pretrained-tiny,10,0.7532467532467533,0.7462121212121212
StarLightCurves,NN,fine-tune-5,1,0.9638173870811073,0.9453314750489396
StarLightCurves,NN,fine-tune-5,2,0.9593249150072851,0.9409579557537252
StarLightCurves,NN,fine-tune-5,3,0.9434191355026712,0.9408506590651888
StarLightCurves,NN,fine-tune-5,4,0.9417192812044682,0.9439281308144213
StarLightCurves,NN,fine-tune-5,5,0.9454832442933463,0.9427772046133688
StarLightCurves,NN,fine-tune-5,6,0.9520398251578436,0.9403093976536475
StarLightCurves,NN,fine-tune-5,7,0.9596891694997571,0.9456535851825136
StarLightCurves,NN,fine-tune-5,8,0.9543467702768335,0.9419187945864596
StarLightCurves,NN,fine-tune-5,9,0.9575036425449247,0.947225749536092
StarLightCurves,NN,fine-tune-5,10,0.9543467702768335,0.9454668192768612
StarLightCurves,NN,pretrained-tiny,1,0.9564108790675085,0.9268968610093947
StarLightCurves,NN,pretrained-tiny,2,0.9287275376396309,0.9279869944107366
StarLightCurves,NN,pretrained-tiny,3,0.9510684798445848,0.9205513012816874
StarLightCurves,NN,pretrained-tiny,4,0.9517969888295289,0.9277180579440047
StarLightCurves,NN,pretrained-tiny,5,0.9415978630403108,0.9386918624705104
StarLightCurves,NN,pretrained-tiny,6,0.9584749878581836,0.9342459423654735
StarLightCurves,NN,pretrained-tiny,7,0.9299417192812045,0.9309472452461622
StarLightCurves,NN,pretrained-tiny,8,0.9496114618746965,0.935861412011108
StarLightCurves,NN,pretrained-tiny,9,0.9061437591063624,0.926772657958038
StarLightCurves,NN,pretrained-tiny,10,0.9074793589120933,0.9250180667205944
